name,index,value,stderr
(intercept),,-76.659223335,
% Schools with Drinking Water,,1.96250893231,
% Schools with Common Toilet,,-0.218513638938,
% Schools with Boys' Toilet,,0.173209485771,
% Schools with Girls' Toilet,,0.681815175248,
% Schools with Boundarywall,,-0.881162134317,
% School with Playground Facility,,1.57983056271,
% Schools with Ramp,,-0.44598784257,
% Schools havining Electricity,,-3.06339628725,
% Schools with Computer,,3.42746223782,
% Schools Providing Mid-day Meal*,,-0.414444512941,
