indicators,2005-06,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
Total Teachers (Elementary),5882,9498,10239.0,10852.0,11716.0,11210.0,11744,11343,11816.0,12128.0
% Teachers: Government,-,57.5,52.9,47.8,46.4,45.8,46.1,42.6,41.3,39.2
% Teachers: Private Aided,-,10.2,8.0,8.9,8.6,8.9,8.7,8.8,8.1,8.1
% Teachers: Private Unaided,-,32.3,39.1,43.3,43.5,43.9,45.2,48.5,50.6,52.7
Pupil-Teacher Ratio: Elementary,24,18,18.0,17.0,16.0,16.0,15,15,15.0,14.0
% Female Teachers,63.5,61.2,64.8,69.5,67.5,68.0,68.5,69.6,70.6,71.9
% SC Teachers,-,14.2,11.6,12.3,11.8,12.7,12.6,12.7,13.3,13.6
% ST Teachers,-,1.4,0.4,0.3,0.3,0.7,1.1,0.7,0.2,0.2
% OBC Teachers,-,-,6.3,67.1,68.4,72.1,72.1,73.2,74.8,75.0
% Teachers Recieved in-Service Training,16.3,8.1,15.3,21.0,13.7,8.6,11.0,20.6,14.0,13.6
% Contract Teachers to Total Teachers,0.1,2.1,2.4,1.9,3.9,5.0,-,-,3.9,4.2
